id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11,image_path
37447,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Turtle Men Black Belt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37447.jpg
37448,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Turtle Men Brown Belt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37448.jpg
37449,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Turtle Men Brown Belt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37449.jpg
37450,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Turtle Men Black Belt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37450.jpg
37457,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Turtle Men Black Belt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37457.jpg
37463,Men,Accessories,Wallets,Wallets,Brown,Fall,2012,Smart Casual,Turtle Men Brown Wallet,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37463.jpg
37468,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Turtle Men Black Wallet,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37468.jpg
37470,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Esprit Women Silver Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37470.jpg
37471,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Esprit Women Silver Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37471.jpg
37472,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Esprit Men Grey Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37472.jpg
37473,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Esprit Men Black Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37473.jpg
37474,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Men White Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37474.jpg
37477,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Espirit Men Grey Dial Chronograph Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37477.jpg
37478,Women,Accessories,Watches,Watches,Pink,Winter,2016,Casual,Esprit Women Pink Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37478.jpg
37479,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Women White Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37479.jpg
37480,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Women White Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37480.jpg
37481,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Women White Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37481.jpg
37482,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Women White Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37482.jpg
37483,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Women White Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37483.jpg
37484,Unisex,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Unisex White Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37484.jpg
37485,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Casual,Esprit Unisex Black Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37485.jpg
37488,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Esprit Women Silver Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37488.jpg
37489,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Esprit Women Black Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37489.jpg
37490,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Esprit Women Silver Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37490.jpg
37494,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Men White Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37494.jpg
37495,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Esprit Men Silver Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37495.jpg
37497,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Men White Dial Chronograph Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37497.jpg
37498,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Esprit Men Black Chronograph Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37498.jpg
37503,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Esprit Men Black Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37503.jpg
37506,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Women White Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37506.jpg
37509,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Esprit Men Black Dial Watch,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37509.jpg
37511,Boys,Apparel,Socks,Booties,Yellow,Summer,2012,Casual,Madagascar 3 Infant Boys Yellow Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37511.jpg
37512,Boys,Apparel,Socks,Booties,Blue,Summer,2012,Casual,Madagascar 3 Infant Boys Blue Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37512.jpg
37513,Boys,Apparel,Socks,Booties,White,Summer,2012,Casual,Madagascar 3 Infant Boys White Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37513.jpg
37514,Boys,Apparel,Bottomwear,Leggings,Yellow,Summer,2012,Casual,Madagascar3 Infant Boys Lemon Yellow Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37514.jpg
37515,Boys,Apparel,Bottomwear,Leggings,Blue,Summer,2012,Casual,Madagascar3 Infant Boys Blue Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37515.jpg
37516,Boys,Apparel,Bottomwear,Leggings,White,Summer,2012,Casual,Madagascar3 Infant Boys White Leggings,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37516.jpg
37517,Boys,Accessories,Gloves,Gloves,Yellow,Summer,2012,Casual,Madagascar 3 Infant Boys Yellow Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37517.jpg
37518,Boys,Accessories,Gloves,Gloves,Blue,Summer,2012,Casual,Madagascar 3 Infant Boys Blue Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37518.jpg
37519,Boys,Accessories,Gloves,Gloves,White,Summer,2012,Casual,Madagascar 3 Infant Boys White Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37519.jpg
37520,Boys,Apparel,Bottomwear,Shorts,Yellow,Summer,2012,Casual,Madagascar3 Infant Boys Lemon Yellow Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37520.jpg
37521,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Madagascar3 Infant Boys Light Blue Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37521.jpg
37522,Boys,Apparel,Bottomwear,Shorts,White,Summer,2012,Casual,Madagascar3 Infant Boys White Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37522.jpg
37523,Boys,Apparel,Topwear,Rompers,Yellow,Summer,2012,Casual,Madagascar3 Infant Boys Lemon Yellow Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37523.jpg
37524,Boys,Apparel,Topwear,Rompers,Blue,Summer,2012,Casual,Madagascar3 Infant Boys Light Blue Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37524.jpg
37525,Boys,Apparel,Topwear,Rompers,White,Summer,2012,Casual,Madagascar3 Infant Boys White Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37525.jpg
37526,Boys,Apparel,Topwear,Rompers,Yellow,Summer,2012,Casual,Madagascar3 Infant Girls Lemon Yellow Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37526.jpg
37527,Boys,Apparel,Topwear,Rompers,Blue,Summer,2012,Casual,Madagascar3 Infant Boys Light Blue Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37527.jpg
37528,Boys,Apparel,Topwear,Rompers,White,Summer,2012,Casual,Madagascar3 Infant Boys White Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37528.jpg
37529,Boys,Apparel,Innerwear,Innerwear Vests,Yellow,Summer,2012,Casual,Madagascar3 Boys Yellow Innerwear Vest,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37529.jpg
37531,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Madagascar3 Infant Boys Lemon Yellow T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37531.jpg
37532,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Madagascar3 Infant Boys Light Blue T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37532.jpg
37533,Boys,Apparel,Innerwear,Innerwear Vests,Yellow,Summer,2012,Casual,Madagascar3 Boys Yellow Innerwear Vest,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37533.jpg
37534,Boys,Apparel,Innerwear,Innerwear Vests,Blue,Summer,2012,Casual,Madagascar3 Boys Blue Innerwear Vest,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37534.jpg
37537,Boys,Apparel,Socks,Booties,Yellow,Summer,2012,Casual,Madagascar 3 Infant Boys Yellow Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37537.jpg
37538,Boys,Apparel,Socks,Booties,Blue,Summer,2012,Casual,Madagascar 3 Infant Boys Blue Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37538.jpg
37539,Boys,Apparel,Socks,Booties,White,Summer,2012,Casual,Madagascar 3 Infants Boys White Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37539.jpg
37540,Boys,Accessories,Gloves,Gloves,Yellow,Summer,2012,Casual,Madagascar 3 Infant Boys Yellow Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37540.jpg
37541,Boys,Accessories,Gloves,Gloves,Blue,Summer,2012,Casual,Madagascar 3 Infant Boys Blue Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37541.jpg
37542,Boys,Accessories,Gloves,Gloves,White,Summer,2012,Casual,Madagascar 3 Infant Boys White Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37542.jpg
37543,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Madagascar3 Infant Boys Lemon Yellow T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37543.jpg
37544,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Madagascar3 Infant Boys Light Blue T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37544.jpg
37545,Boys,Apparel,Innerwear,Innerwear Vests,Yellow,Summer,2012,Casual,Madagascar3 Boys Yellow Innerwear Vest,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37545.jpg
37547,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Madagascar 3 Infants Boys Yellow Tshirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37547.jpg
37549,Girls,Apparel,Socks,Booties,Pink,Summer,2012,Casual,Madagascar 3 Infants Girls Pink Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37549.jpg
37550,Girls,Apparel,Socks,Booties,Green,Summer,2012,Casual,Madagascar 3 Infant Girls Light Green Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37550.jpg
37551,Girls,Apparel,Socks,Booties,White,Summer,2012,Casual,Madagascar 3 Infant Girls White Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37551.jpg
37555,Girls,Accessories,Gloves,Gloves,Pink,Summer,2012,Casual,Madagascar 3 Infants Girl Pink Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37555.jpg
37556,Girls,Accessories,Gloves,Gloves,Green,Summer,2012,Casual,Madagascar 3 Infant Girls Light Green Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37556.jpg
37557,Girls,Accessories,Gloves,Gloves,White,Summer,2012,Casual,Madagascar 3 Infant Girls White Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37557.jpg
37558,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Madagascar3 Girls Pink Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37558.jpg
37559,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012,Casual,Madagascar3 Girls Green Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37559.jpg
37560,Girls,Apparel,Bottomwear,Shorts,White,Summer,2012,Casual,Madagascar3 Girls White Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37560.jpg
37561,Girls,Apparel,Topwear,Rompers,Pink,Summer,2012,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37561.jpg
37562,Girls,Apparel,Topwear,Rompers,Green,Summer,2012,Casual,Madagascar3 Infant Boys Light Green Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37562.jpg
37563,Girls,Apparel,Topwear,Rompers,White,Summer,2012,Casual,Madagascar3 Infant Boys White Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37563.jpg
37564,Girls,Apparel,Innerwear,Innerwear Vests,Pink,Summer,2012,Casual,Madagascar3 Pink Girls Innerwear Vest,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37564.jpg
37565,Girls,Apparel,Innerwear,Innerwear Vests,Green,Summer,2012,Casual,Madagascar Girls Green Innerwear Vest,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37565.jpg
37566,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Madagascar3 Infant Girls Pink  T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37566.jpg
37567,Girls,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Madagascar3 Infant Girls Light Green  T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37567.jpg
37568,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Madagascar3 Infant Girls Pink  T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37568.jpg
37569,Girls,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Madagascar3 Infant Girls Light Green T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37569.jpg
37570,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Madagascar3 Infant Girls Pink Spaghetti Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37570.jpg
37571,Girls,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Madagascar3 Infant Girls Light Green Spaghetti Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37571.jpg
37574,Girls,Apparel,Socks,Booties,Pink,Summer,2012,Casual,Madagascar 3 Infants Girls Pink Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37574.jpg
37575,Girls,Apparel,Socks,Booties,Green,Summer,2012,Casual,Madagascar 3 Infant Girls Light Green Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37575.jpg
37576,Girls,Apparel,Socks,Booties,White,Summer,2012,Casual,Madagascar 3 Infant Girls White Booties,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37576.jpg
37577,Girls,Accessories,Gloves,Gloves,Pink,Summer,2012,Casual,Madagascar 3 Infants Girl Pink Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37577.jpg
37578,Girls,Accessories,Gloves,Gloves,Green,Summer,2012,Casual,Madagascar 3 Infant Girls Light Green Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37578.jpg
37579,Girls,Accessories,Gloves,Gloves,White,Summer,2012,Casual,Madagascar 3 Infant Girls White Mittens,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37579.jpg
37580,Girls,Apparel,Bottomwear,Shorts,Pink,Winter,2012,Casual,Madagascar 3 Girls Pink Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37580.jpg
37581,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012,Casual,Madagascar 3 Girls Light Green Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37581.jpg
37582,Girls,Apparel,Bottomwear,Shorts,White,Summer,2012,Casual,Madagascar3 Girls White Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37582.jpg
37583,Girls,Apparel,Topwear,Rompers,Pink,Summer,2012,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37583.jpg
37584,Girls,Apparel,Topwear,Rompers,Green,Summer,2012,Casual,Madagascar3 Infant Girls Light Green Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37584.jpg
37585,Girls,Apparel,Topwear,Rompers,White,Summer,2012,Casual,Madagascar3 Infant Girls White Snapsuit Romper,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37585.jpg
37586,Girls,Apparel,Innerwear,Innerwear Vests,Pink,Summer,2012,Casual,Madagascar Girls Pink Innerwear Vest,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37586.jpg
37587,Girls,Apparel,Innerwear,Innerwear Vests,Green,Summer,2012,Casual,Madagascar3 Girls Green Innerwear Vest,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37587.jpg
37588,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Madagascar3 Infant Girls Pink  T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37588.jpg
37590,Girls,Apparel,Innerwear,Innerwear Vests,Pink,Summer,2012,Casual,Madagascar Girls Pink Innerwear Vest,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37590.jpg
37593,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Madagascar3 Boys Yellow Printed T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37593.jpg
37594,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Madagascar 3 Boys Green Printed T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/37594.jpg
