id,articleType,confidence,alt1,alt1_confidence,alt2,alt2_confidence,family,family_confidence,label_before_prior_correction,flags
55968,Lipstick,0.2547,Foundation and Primer,0.1551,Perfume and Body Mist,0.1403,Lips,0.2907,Lipstick,low_confidence
55969,Lipstick,0.2291,Foundation and Primer,0.1334,Perfume and Body Mist,0.1333,Lips,0.2953,Lipstick,low_confidence
55970,Perfume and Body Mist,0.4324,Lipstick,0.1472,Lip Liner,0.0578,Fragrance,0.4459,Perfume and Body Mist,low_confidence
55971,Perfume and Body Mist,0.3118,Lipstick,0.1637,Foundation and Primer,0.1287,Fragrance,0.319,Lipstick,low_confidence|changed_by_prior
55972,Earrings,0.3145,Lipstick,0.1302,Foundation and Primer,0.0682,Jewellery,0.3548,Earrings,low_confidence
55973,Lipstick,0.2592,Perfume and Body Mist,0.1973,Foundation and Primer,0.0828,Lips,0.3255,Lipstick,low_confidence
55974,Lipstick,0.2533,Perfume and Body Mist,0.1933,Lip Liner,0.0759,Lips,0.3292,Lipstick,low_confidence
55975,Perfume and Body Mist,0.3043,Lipstick,0.1738,Foundation and Primer,0.1014,Fragrance,0.3143,Lipstick,low_confidence|changed_by_prior
55976,Lipstick,0.291,Perfume and Body Mist,0.1191,Foundation and Primer,0.1085,Lips,0.3348,Lipstick,low_confidence
55977,Perfume and Body Mist,0.4793,Jewellery Set,0.0855,Handbags,0.0642,Fragrance,0.5166,Perfume and Body Mist,low_confidence
55980,Lipstick,0.2308,Perfume and Body Mist,0.1664,Foundation and Primer,0.1434,Lips,0.2731,Lipstick,low_confidence
55981,Lipstick,0.2519,Perfume and Body Mist,0.1441,Foundation and Primer,0.1235,Lips,0.3271,Lipstick,low_confidence
55982,Lipstick,0.4905,Dresses,0.1023,Earrings,0.0806,Lips,0.5087,Lipstick,low_confidence
55983,Perfume and Body Mist,0.2319,Lipstick,0.1947,Foundation and Primer,0.1041,Lips,0.2647,Lipstick,low_confidence|family_disagrees|changed_by_prior
55984,Perfume and Body Mist,0.2914,Lipstick,0.139,Foundation and Primer,0.1202,Fragrance,0.303,Lipstick,low_confidence|changed_by_prior
55985,Lipstick,0.2678,Perfume and Body Mist,0.1458,Foundation and Primer,0.1055,Lips,0.3388,Lipstick,low_confidence
55986,Perfume and Body Mist,0.2505,Lipstick,0.1891,Foundation and Primer,0.0994,Fragrance,0.2634,Lipstick,low_confidence|changed_by_prior
55987,Lipstick,0.2315,Perfume and Body Mist,0.2176,Foundation and Primer,0.0789,Lips,0.3073,Lipstick,low_confidence
55988,Lipstick,0.2563,Foundation and Primer,0.1291,Perfume and Body Mist,0.1261,Lips,0.2993,Lipstick,low_confidence
55989,Socks,0.2425,Earrings,0.1013,Pendant,0.0715,Socks,0.2493,Socks,low_confidence
55990,Lipstick,0.2506,Perfume and Body Mist,0.1334,Foundation and Primer,0.1328,Lips,0.2922,Lipstick,low_confidence
55992,Lipstick,0.2272,Perfume and Body Mist,0.2237,Foundation and Primer,0.0913,Lips,0.3023,Lipstick,low_confidence
55993,Lipstick,0.2682,Perfume and Body Mist,0.1815,Foundation and Primer,0.089,Lips,0.3422,Lipstick,low_confidence
55994,Lipstick,0.2342,Perfume and Body Mist,0.209,Foundation and Primer,0.081,Lips,0.3047,Lipstick,low_confidence
55995,Lipstick,0.2125,Perfume and Body Mist,0.1947,Foundation and Primer,0.0921,Lips,0.2831,Lipstick,low_confidence
55996,Perfume and Body Mist,0.1781,Lipstick,0.1781,Foundation and Primer,0.1018,Lips,0.2496,Lipstick,low_confidence|family_disagrees|changed_by_prior
55997,Lipstick,0.2393,Perfume and Body Mist,0.2128,Lip Liner,0.0738,Lips,0.3131,Lipstick,low_confidence
55998,Perfume and Body Mist,0.3165,Lipstick,0.1509,Foundation and Primer,0.105,Fragrance,0.3267,Lipstick,low_confidence|changed_by_prior
55999,Lipstick,0.2325,Perfume and Body Mist,0.1697,Foundation and Primer,0.0985,Lips,0.3103,Lipstick,low_confidence
56000,Perfume and Body Mist,0.2362,Lipstick,0.2005,Foundation and Primer,0.1017,Lips,0.2624,Lipstick,low_confidence|family_disagrees|changed_by_prior
56001,Lipstick,0.2674,Perfume and Body Mist,0.1628,Foundation and Primer,0.1186,Lips,0.3328,Lipstick,low_confidence
56002,Perfume and Body Mist,0.2931,Lipstick,0.1456,Foundation and Primer,0.0766,Fragrance,0.3009,Lipstick,low_confidence|changed_by_prior
56003,Perfume and Body Mist,0.3114,Lipstick,0.1641,Foundation and Primer,0.0783,Fragrance,0.3219,Lipstick,low_confidence|changed_by_prior
56004,Lipstick,0.2677,Perfume and Body Mist,0.1683,Foundation and Primer,0.1319,Lips,0.3171,Lipstick,low_confidence
56005,Lipstick,0.2366,Perfume and Body Mist,0.136,Foundation and Primer,0.1343,Lips,0.2777,Lipstick,low_confidence
56006,Lipstick,0.2435,Perfume and Body Mist,0.1711,Foundation and Primer,0.1411,Lips,0.2896,Lipstick,low_confidence
56007,Lipstick,0.3387,Perfume and Body Mist,0.1047,Kajal and Eyeliner,0.0706,Lips,0.3949,Lipstick,low_confidence
56008,Earrings,0.2812,Perfume and Body Mist,0.0901,Lipstick,0.0857,Jewellery,0.3103,Earrings,low_confidence
56010,Lipstick,0.2473,Perfume and Body Mist,0.1574,Foundation and Primer,0.1356,Lips,0.2896,Lipstick,low_confidence
56012,Lipstick,0.3654,Perfume and Body Mist,0.0854,Kajal and Eyeliner,0.0702,Lips,0.4178,Lipstick,low_confidence
56013,Lipstick,0.3436,Perfume and Body Mist,0.0915,Kajal and Eyeliner,0.0741,Lips,0.3963,Lipstick,low_confidence
56014,Lipstick,0.3031,Perfume and Body Mist,0.1209,Kajal and Eyeliner,0.0802,Lips,0.3534,Lipstick,low_confidence
56016,Earrings,0.3978,Jewellery Set,0.0922,Lipstick,0.066,Jewellery,0.6265,Earrings,low_confidence
56018,Lipstick,0.3592,Perfume and Body Mist,0.092,Kajal and Eyeliner,0.0688,Lips,0.4132,Lipstick,low_confidence
56019,Lipstick,0.4025,Kajal and Eyeliner,0.0817,Perfume and Body Mist,0.0601,Lips,0.4524,Lipstick,low_confidence
56020,Lipstick,0.3966,Perfume and Body Mist,0.0671,Kajal and Eyeliner,0.0628,Lips,0.4355,Lipstick,low_confidence
56021,Lipstick,0.3381,Perfume and Body Mist,0.0954,Kajal and Eyeliner,0.0654,Lips,0.3945,Lipstick,low_confidence
56022,Lipstick,0.3387,Perfume and Body Mist,0.1306,Kajal and Eyeliner,0.0688,Lips,0.3828,Lipstick,low_confidence
56023,Lipstick,0.3842,Perfume and Body Mist,0.0765,Kajal and Eyeliner,0.0605,Lips,0.429,Lipstick,low_confidence
56024,Lipstick,0.3962,Jewellery Set,0.0969,Earrings,0.0854,Lips,0.4742,Lipstick,low_confidence
56025,Lipstick,0.3391,Perfume and Body Mist,0.1316,Kajal and Eyeliner,0.0653,Lips,0.3829,Lipstick,low_confidence
56026,Lipstick,0.369,Perfume and Body Mist,0.0812,Kajal and Eyeliner,0.07,Lips,0.4222,Lipstick,low_confidence
56027,Lipstick,0.3082,Perfume and Body Mist,0.1285,Kajal and Eyeliner,0.0592,Lips,0.3452,Lipstick,low_confidence
56028,Lipstick,0.3536,Perfume and Body Mist,0.0908,Kajal and Eyeliner,0.0701,Lips,0.4064,Lipstick,low_confidence
56029,Lipstick,0.3705,Perfume and Body Mist,0.0927,Kajal and Eyeliner,0.0709,Lips,0.4331,Lipstick,low_confidence
56030,Lipstick,0.4348,Jewellery Set,0.0815,Lip Liner,0.0804,Lips,0.5152,Lipstick,low_confidence
56031,Lipstick,0.3,Perfume and Body Mist,0.126,Kajal and Eyeliner,0.0768,Lips,0.3584,Lipstick,low_confidence
56032,Lipstick,0.3972,Kajal and Eyeliner,0.0677,Perfume and Body Mist,0.0622,Lips,0.4236,Lipstick,low_confidence
56033,Lipstick,0.381,Perfume and Body Mist,0.077,Kajal and Eyeliner,0.0676,Lips,0.4222,Lipstick,low_confidence
56034,Lipstick,0.3705,Perfume and Body Mist,0.0783,Kajal and Eyeliner,0.0666,Lips,0.4228,Lipstick,low_confidence
56035,Lipstick,0.372,Perfume and Body Mist,0.0965,Kajal and Eyeliner,0.0659,Lips,0.4109,Lipstick,low_confidence
56037,Lipstick,0.3655,Perfume and Body Mist,0.1179,Kajal and Eyeliner,0.0583,Lips,0.4054,Lipstick,low_confidence
56038,Lipstick,0.3345,Perfume and Body Mist,0.0931,Kajal and Eyeliner,0.0739,Lips,0.4005,Lipstick,low_confidence
56040,Kajal and Eyeliner,0.3609,Perfume and Body Mist,0.2386,Lipstick,0.0899,Makeup,0.3642,Kajal and Eyeliner,low_confidence
56041,Kajal and Eyeliner,0.3455,Perfume and Body Mist,0.1706,Lipstick,0.1073,Makeup,0.35,Kajal and Eyeliner,low_confidence
56042,Kajal and Eyeliner,0.3806,Perfume and Body Mist,0.2015,Lipstick,0.0981,Makeup,0.3838,Kajal and Eyeliner,low_confidence
56043,Kajal and Eyeliner,0.3239,Perfume and Body Mist,0.2779,Lipstick,0.0976,Makeup,0.3266,Kajal and Eyeliner,low_confidence
56044,Kajal and Eyeliner,0.3358,Perfume and Body Mist,0.2627,Lipstick,0.0841,Makeup,0.3381,Kajal and Eyeliner,low_confidence
56045,Kajal and Eyeliner,0.3429,Perfume and Body Mist,0.226,Lipstick,0.0906,Makeup,0.3459,Kajal and Eyeliner,low_confidence
56046,Kajal and Eyeliner,0.3524,Perfume and Body Mist,0.2188,Lipstick,0.1058,Makeup,0.356,Kajal and Eyeliner,low_confidence
56047,Kajal and Eyeliner,0.3365,Perfume and Body Mist,0.2233,Lipstick,0.1022,Makeup,0.339,Kajal and Eyeliner,low_confidence
56048,Kajal and Eyeliner,0.3294,Perfume and Body Mist,0.2191,Lipstick,0.1093,Makeup,0.332,Kajal and Eyeliner,low_confidence
56049,Kajal and Eyeliner,0.3522,Perfume and Body Mist,0.2806,Lipstick,0.0795,Makeup,0.3545,Kajal and Eyeliner,low_confidence
56050,Perfume and Body Mist,0.363,Kajal and Eyeliner,0.2341,Lipstick,0.0972,Fragrance,0.377,Kajal and Eyeliner,low_confidence|changed_by_prior
56051,Kajal and Eyeliner,0.2889,Perfume and Body Mist,0.2744,Lip Liner,0.0885,Makeup,0.2917,Kajal and Eyeliner,low_confidence
56052,Earrings,0.2436,Perfume and Body Mist,0.2024,Kajal and Eyeliner,0.0798,Jewellery,0.3204,Earrings,low_confidence
56053,Earrings,0.2791,Perfume and Body Mist,0.237,Kajal and Eyeliner,0.0707,Jewellery,0.3593,Earrings,low_confidence
56054,Earrings,0.2027,Perfume and Body Mist,0.1473,Lip Liner,0.1074,Jewellery,0.3009,Lip Liner,low_confidence|changed_by_prior
56055,Perfume and Body Mist,0.2713,Earrings,0.1577,Kajal and Eyeliner,0.0968,Fragrance,0.2884,Perfume and Body Mist,low_confidence
56056,Perfume and Body Mist,0.2541,Earrings,0.209,Kajal and Eyeliner,0.0681,Jewellery,0.2945,Perfume and Body Mist,low_confidence|family_disagrees
56057,Perfume and Body Mist,0.2354,Earrings,0.1732,Kajal and Eyeliner,0.1037,Fragrance,0.2501,Kajal and Eyeliner,low_confidence|changed_by_prior
56058,Perfume and Body Mist,0.2339,Earrings,0.1652,Kajal and Eyeliner,0.1113,Fragrance,0.2491,Kajal and Eyeliner,low_confidence|changed_by_prior
56059,Perfume and Body Mist,0.2881,Earrings,0.1577,Kajal and Eyeliner,0.117,Fragrance,0.2989,Kajal and Eyeliner,low_confidence|changed_by_prior
56060,Perfume and Body Mist,0.2405,Earrings,0.1524,Kajal and Eyeliner,0.1145,Fragrance,0.2495,Kajal and Eyeliner,low_confidence|changed_by_prior
56061,Earrings,0.1996,Perfume and Body Mist,0.164,Kajal and Eyeliner,0.1124,Jewellery,0.2744,Kajal and Eyeliner,low_confidence|changed_by_prior
56062,Perfume and Body Mist,0.3395,Earrings,0.1862,Lip Liner,0.0631,Fragrance,0.3551,Perfume and Body Mist,low_confidence
56063,Earrings,0.1936,Perfume and Body Mist,0.1767,Kajal and Eyeliner,0.1133,Jewellery,0.2839,Kajal and Eyeliner,low_confidence|changed_by_prior
56064,Earrings,0.2191,Perfume and Body Mist,0.1899,Lip Liner,0.096,Jewellery,0.3032,Lip Liner,low_confidence|changed_by_prior
56065,Perfume and Body Mist,0.253,Earrings,0.241,Kajal and Eyeliner,0.0662,Jewellery,0.325,Earrings,low_confidence|family_disagrees|changed_by_prior
56066,Earrings,0.4028,Lipstick,0.2185,Perfume and Body Mist,0.1573,Jewellery,0.4451,Lipstick,low_confidence|changed_by_prior
56067,Foundation and Primer,0.3592,Lipstick,0.1896,Flats,0.0718,Makeup,0.3693,Foundation and Primer,low_confidence
56068,Socks,0.2177,Dupatta,0.072,Earrings,0.0594,Socks,0.2325,Socks,low_confidence
56069,Kajal and Eyeliner,0.326,Lipstick,0.1572,Necklace and Chains,0.0904,Makeup,0.3328,Kajal and Eyeliner,low_confidence
56070,Kajal and Eyeliner,0.4093,Lip Liner,0.1186,Perfume and Body Mist,0.0872,Makeup,0.413,Kajal and Eyeliner,low_confidence
56071,Perfume and Body Mist,0.3158,Kajal and Eyeliner,0.2451,Lip Liner,0.0915,Fragrance,0.3227,Kajal and Eyeliner,low_confidence|changed_by_prior
56073,Kajal and Eyeliner,0.1799,Perfume and Body Mist,0.129,Lip Liner,0.0968,Makeup,0.1925,Kajal and Eyeliner,low_confidence
56074,Kajal and Eyeliner,0.4703,Perfume and Body Mist,0.0802,Lipstick,0.0796,Makeup,0.4752,Kajal and Eyeliner,low_confidence
56076,Perfume and Body Mist,0.2469,Kajal and Eyeliner,0.1403,Lipstick,0.0852,Fragrance,0.2521,Kajal and Eyeliner,low_confidence|changed_by_prior
56077,Kajal and Eyeliner,0.1672,Perfume and Body Mist,0.1342,Lip Liner,0.0834,Makeup,0.1819,Kajal and Eyeliner,low_confidence
56078,Perfume and Body Mist,0.3752,Kajal and Eyeliner,0.3153,Lipstick,0.1387,Fragrance,0.3776,Kajal and Eyeliner,low_confidence|changed_by_prior
56079,Lipstick,0.4941,Kajal and Eyeliner,0.1649,Lip Liner,0.1088,Lips,0.6029,Lipstick,low_confidence
56080,Lipstick,0.2612,Perfume and Body Mist,0.2244,Kajal and Eyeliner,0.158,Lips,0.3616,Lipstick,low_confidence
56081,Lipstick,0.3663,Kajal and Eyeliner,0.2932,Perfume and Body Mist,0.1441,Lips,0.4289,Lipstick,low_confidence
56082,Lipstick,0.1727,Lip Liner,0.1089,Jewellery Set,0.1006,Lips,0.2816,Lipstick,low_confidence
56083,Lipstick,0.4392,Perfume and Body Mist,0.0573,Jewellery Set,0.0475,Lips,0.4788,Lipstick,low_confidence
56084,Perfume and Body Mist,0.3192,Lipstick,0.207,Kajal and Eyeliner,0.1163,Fragrance,0.3339,Lipstick,low_confidence|changed_by_prior
56085,Earrings,0.2932,Briefs,0.1314,Jewellery Set,0.0664,Jewellery,0.4003,Briefs,low_confidence|changed_by_prior
56086,Lipstick,0.3558,Briefs,0.1347,Lip Liner,0.0994,Lips,0.4552,Lipstick,low_confidence
56087,Lipstick,0.3036,Lip Liner,0.1001,Briefs,0.0947,Lips,0.4037,Lipstick,low_confidence
56088,Lipstick,0.3542,Lip Liner,0.084,Kajal and Eyeliner,0.0494,Lips,0.4383,Lipstick,low_confidence
56089,Lipstick,0.2232,Lip Liner,0.1148,Kajal and Eyeliner,0.079,Lips,0.338,Lipstick,low_confidence
56090,Lipstick,0.2433,Briefs,0.1111,Earrings,0.0835,Lips,0.3045,Lipstick,low_confidence
56091,Earrings,0.2096,Lipstick,0.1221,Jewellery Set,0.0842,Jewellery,0.3163,Lipstick,low_confidence|changed_by_prior
56092,Lipstick,0.2225,Earrings,0.1411,Bra,0.062,Lips,0.2777,Lipstick,low_confidence
56093,Earrings,0.1377,Lipstick,0.1197,Perfume and Body Mist,0.0883,Jewellery,0.2258,Lipstick,low_confidence|changed_by_prior
56094,Lipstick,0.2771,Kajal and Eyeliner,0.2452,Perfume and Body Mist,0.1473,Lips,0.3502,Lipstick,low_confidence
56096,Lipstick,0.3659,Lip Liner,0.1033,Briefs,0.0676,Lips,0.4692,Lipstick,low_confidence
56097,Lipstick,0.3754,Lip Liner,0.1033,Briefs,0.0669,Lips,0.4787,Lipstick,low_confidence
56098,Lipstick,0.3928,Briefs,0.1152,Earrings,0.0856,Lips,0.4385,Lipstick,low_confidence
56099,Lipstick,0.4059,Lip Liner,0.1049,Briefs,0.0674,Lips,0.5108,Lipstick,low_confidence
56100,Perfume and Body Mist,0.2881,Lipstick,0.2508,Kajal and Eyeliner,0.114,Lips,0.3055,Lipstick,low_confidence|family_disagrees|changed_by_prior
56101,Lipstick,0.3148,Perfume and Body Mist,0.1554,Kajal and Eyeliner,0.1335,Lips,0.4235,Lipstick,low_confidence
56102,Lipstick,0.4312,Bra,0.059,Lip Liner,0.0584,Lips,0.4896,Lipstick,low_confidence
56103,Earrings,0.2938,Briefs,0.107,Perfume and Body Mist,0.0618,Jewellery,0.3742,Earrings,low_confidence
56104,Lipstick,0.3799,Lip Liner,0.0959,Jewellery Set,0.0644,Lips,0.4757,Lipstick,low_confidence
56105,Lipstick,0.2491,Lip Liner,0.0878,Perfume and Body Mist,0.0743,Lips,0.3369,Lipstick,low_confidence
56106,Lipstick,0.3913,Lip Liner,0.105,Kajal and Eyeliner,0.059,Lips,0.4963,Lipstick,low_confidence
56107,Lipstick,0.4511,Briefs,0.0582,Lip Liner,0.0522,Lips,0.5033,Lipstick,low_confidence
56108,Lipstick,0.3577,Perfume and Body Mist,0.1418,Kajal and Eyeliner,0.1268,Lips,0.4682,Lipstick,low_confidence
56121,Kajal and Eyeliner,0.43,Perfume and Body Mist,0.1989,Necklace and Chains,0.0838,Makeup,0.4308,Kajal and Eyeliner,low_confidence
56122,Foundation and Primer,0.3075,Perfume and Body Mist,0.1554,Shoe Accessories,0.155,Makeup,0.3102,Foundation and Primer,low_confidence
56123,Foundation and Primer,0.3246,Shoe Accessories,0.1534,Perfume and Body Mist,0.125,Makeup,0.3272,Foundation and Primer,low_confidence
56124,Foundation and Primer,0.2765,Socks,0.1736,Shoe Accessories,0.0905,Makeup,0.2798,Socks,low_confidence|changed_by_prior
56125,Perfume and Body Mist,0.2938,Bra,0.1673,Gloves,0.0965,Fragrance,0.377,Socks,low_confidence|changed_by_prior
56126,Bra,0.3092,Gloves,0.1524,Perfume and Body Mist,0.1289,Innerwear,0.3217,Socks,low_confidence|changed_by_prior
56127,Kajal and Eyeliner,0.3298,Perfume and Body Mist,0.1957,Lipstick,0.0954,Makeup,0.3326,Kajal and Eyeliner,low_confidence
56128,Kajal and Eyeliner,0.3578,Perfume and Body Mist,0.1703,Lipstick,0.0905,Makeup,0.3609,Kajal and Eyeliner,low_confidence
56129,Perfume and Body Mist,0.355,Kajal and Eyeliner,0.1603,Lipstick,0.0806,Fragrance,0.3592,Kajal and Eyeliner,low_confidence|changed_by_prior
56133,Perfume and Body Mist,0.3688,Foundation and Primer,0.2378,Shoe Accessories,0.1236,Fragrance,0.3854,Foundation and Primer,low_confidence|changed_by_prior
56134,Lipstick,0.1726,Perfume and Body Mist,0.1351,Foundation and Primer,0.123,Lips,0.1806,Lipstick,low_confidence
56135,Perfume and Body Mist,0.3623,Flats,0.1635,Foundation and Primer,0.0674,Fragrance,0.3733,Casual Shoes,low_confidence|changed_by_prior
56136,Flats,0.2639,Perfume and Body Mist,0.2544,Foundation and Primer,0.109,Shoes,0.2821,Flats,low_confidence
56138,Perfume and Body Mist,0.3373,Foundation and Primer,0.1931,Flats,0.1722,Fragrance,0.3436,Foundation and Primer,low_confidence|changed_by_prior
56139,Perfume and Body Mist,0.2096,Flats,0.1017,Foundation and Primer,0.0935,Fragrance,0.2168,Casual Shoes,low_confidence|changed_by_prior
56140,Perfume and Body Mist,0.3799,Flats,0.2259,Foundation and Primer,0.0528,Fragrance,0.3879,Perfume and Body Mist,low_confidence
56142,Perfume and Body Mist,0.4707,Foundation and Primer,0.1318,Flats,0.1308,Fragrance,0.4749,Perfume and Body Mist,low_confidence
56144,Basketballs,0.2648,Foundation and Primer,0.1881,Flats,0.0652,Sports Equipment,0.2648,Basketballs,low_confidence
56145,Basketballs,0.3189,Flats,0.0745,Foundation and Primer,0.0476,Sports Equipment,0.3189,Basketballs,low_confidence
56147,Basketballs,0.377,Foundation and Primer,0.2255,Watches,0.0682,Sports Equipment,0.377,Basketballs,low_confidence
56149,Kajal and Eyeliner,0.3703,Perfume and Body Mist,0.202,Lip Liner,0.054,Makeup,0.3746,Kajal and Eyeliner,low_confidence
56150,Kajal and Eyeliner,0.1942,Perfume and Body Mist,0.147,Lip Liner,0.0879,Makeup,0.2101,Kajal and Eyeliner,low_confidence
56151,Perfume and Body Mist,0.1929,Kajal and Eyeliner,0.1592,Lip Liner,0.0978,Fragrance,0.2125,Kajal and Eyeliner,low_confidence|changed_by_prior
56152,Kajal and Eyeliner,0.3951,Perfume and Body Mist,0.1339,Lipstick,0.1002,Makeup,0.3981,Kajal and Eyeliner,low_confidence
56153,Kajal and Eyeliner,0.1992,Perfume and Body Mist,0.117,Lipstick,0.0676,Makeup,0.2137,Kajal and Eyeliner,low_confidence
56156,Perfume and Body Mist,0.2621,Kajal and Eyeliner,0.1801,Lipstick,0.0897,Fragrance,0.2685,Kajal and Eyeliner,low_confidence|changed_by_prior
56158,Kajal and Eyeliner,0.1844,Earrings,0.1297,Perfume and Body Mist,0.1006,Jewellery,0.2002,Kajal and Eyeliner,low_confidence|family_disagrees
56159,Ties,0.3246,Perfume and Body Mist,0.0899,Jewellery Set,0.0595,Ties,0.3246,Ties,low_confidence
56160,Ties,0.2215,Perfume and Body Mist,0.162,Jewellery Set,0.0784,Jewellery,0.2365,Ties,low_confidence|family_disagrees
56162,Kajal and Eyeliner,0.4468,Lipstick,0.0876,Perfume and Body Mist,0.0676,Makeup,0.4504,Kajal and Eyeliner,low_confidence
56164,Kajal and Eyeliner,0.166,Lip Liner,0.1208,Perfume and Body Mist,0.0911,Lips,0.1928,Kajal and Eyeliner,low_confidence|family_disagrees
56165,Kajal and Eyeliner,0.1769,Lip Liner,0.1108,Earrings,0.0966,Jewellery,0.1948,Kajal and Eyeliner,low_confidence|family_disagrees
56166,Kajal and Eyeliner,0.1413,Lip Liner,0.1112,Briefs,0.0864,Lips,0.1965,Kajal and Eyeliner,low_confidence|family_disagrees
56168,Perfume and Body Mist,0.4163,Kajal and Eyeliner,0.1726,Lipstick,0.14,Fragrance,0.419,Kajal and Eyeliner,low_confidence|changed_by_prior
56170,Perfume and Body Mist,0.4318,Kajal and Eyeliner,0.1199,Lipstick,0.0784,Fragrance,0.4585,Perfume and Body Mist,low_confidence
56171,Earrings,0.3199,Lipstick,0.082,Shoe Accessories,0.0677,Jewellery,0.3751,Earrings,low_confidence
56172,Kajal and Eyeliner,0.4117,Perfume and Body Mist,0.2496,Lipstick,0.0978,Makeup,0.4126,Kajal and Eyeliner,low_confidence
56173,Earrings,0.3196,Lipstick,0.1364,Kajal and Eyeliner,0.0654,Jewellery,0.3623,Earrings,low_confidence
56174,Earrings,0.3219,Lipstick,0.0921,Perfume and Body Mist,0.0827,Jewellery,0.3821,Earrings,low_confidence
56175,Earrings,0.3247,Perfume and Body Mist,0.0871,Lipstick,0.0853,Jewellery,0.3802,Earrings,low_confidence
56176,Earrings,0.3173,Perfume and Body Mist,0.092,Lipstick,0.0887,Jewellery,0.3675,Earrings,low_confidence
56177,Earrings,0.298,Lipstick,0.1052,Perfume and Body Mist,0.0837,Jewellery,0.3433,Earrings,low_confidence
56181,Flats,0.4103,Foundation and Primer,0.1223,Perfume and Body Mist,0.0542,Shoes,0.4179,Flats,low_confidence
56182,Flats,0.4427,Foundation and Primer,0.1072,Perfume and Body Mist,0.0452,Shoes,0.4526,Flats,low_confidence
56183,Flats,0.4334,Foundation and Primer,0.1473,Perfume and Body Mist,0.0582,Shoes,0.4435,Flats,low_confidence
56184,Flats,0.4147,Foundation and Primer,0.1758,Perfume and Body Mist,0.1343,Shoes,0.4208,Flats,low_confidence
56185,Perfume and Body Mist,0.136,Flats,0.0839,Basketballs,0.0764,Shoes,0.2056,Casual Shoes,low_confidence|family_disagrees|changed_by_prior
56186,Perfume and Body Mist,0.1572,Flats,0.0945,Basketballs,0.0772,Shoes,0.2157,Casual Shoes,low_confidence|family_disagrees|changed_by_prior
56187,Perfume and Body Mist,0.154,Basketballs,0.086,Flats,0.0787,Shoes,0.2115,Casual Shoes,low_confidence|family_disagrees|changed_by_prior
56188,Perfume and Body Mist,0.1646,Flats,0.0896,Basketballs,0.0723,Shoes,0.2124,Casual Shoes,low_confidence|family_disagrees|changed_by_prior
56189,Flats,0.1539,Foundation and Primer,0.1403,Perfume and Body Mist,0.1388,Shoes,0.1617,Tshirts,low_confidence|changed_by_prior
56190,Perfume and Body Mist,0.1219,Flats,0.101,Foundation and Primer,0.0695,Jewellery,0.1448,Socks,low_confidence|family_disagrees|changed_by_prior
56191,Bra,0.0957,Socks,0.0938,Swimwear,0.0868,Innerwear,0.1341,Socks,low_confidence|changed_by_prior
56192,Bra,0.1089,Socks,0.0803,Swimwear,0.0736,Innerwear,0.1496,Tshirts,low_confidence|changed_by_prior
56193,Foundation and Primer,0.2419,Perfume and Body Mist,0.0879,Socks,0.0783,Makeup,0.2446,Foundation and Primer,low_confidence
56194,Foundation and Primer,0.164,Perfume and Body Mist,0.1051,Socks,0.0754,Makeup,0.167,Socks,low_confidence|changed_by_prior
56195,Basketballs,0.1827,Foundation and Primer,0.1327,Watches,0.0705,Sports Equipment,0.1827,Watches,low_confidence|changed_by_prior
56196,Foundation and Primer,0.1657,Briefs,0.0993,Perfume and Body Mist,0.0848,Jewellery,0.1901,Socks,low_confidence|family_disagrees|changed_by_prior
56198,Bracelet,0.4942,Bangle,0.4892,Heels,0.0023,Jewellery,0.9874,Bangle,low_confidence|changed_by_prior
56206,Earrings,0.386,Pendant,0.2141,Perfume and Body Mist,0.1037,Jewellery,0.6603,Earrings,low_confidence
56223,Night suits,0.3391,Kurta Sets,0.1899,Jumpsuit,0.1329,Loungewear and Nightwear,0.3669,Night suits,low_confidence
56224,Night suits,0.4978,Kurta Sets,0.0981,Jumpsuit,0.0772,Loungewear and Nightwear,0.5331,Night suits,low_confidence
56226,Night suits,0.4947,Jumpsuit,0.0635,Kurta Sets,0.0634,Loungewear and Nightwear,0.5142,Night suits,low_confidence
56233,Tracksuits,0.4551,Night suits,0.1952,Kurta Sets,0.0416,Bottomwear,0.539,Tracksuits,low_confidence
56235,Night suits,0.1655,Jumpsuit,0.0874,Kurta Sets,0.0655,Bottomwear,0.1872,Night suits,low_confidence|family_disagrees
56237,Kurta Sets,0.3874,Night suits,0.3032,Jumpsuit,0.0639,Apparel Set,0.3874,Kurta Sets,low_confidence
56238,Tracksuits,0.3562,Night suits,0.2482,Jumpsuit,0.1124,Bottomwear,0.4628,Tracksuits,low_confidence
56241,Night suits,0.4527,Kurta Sets,0.1636,Tracksuits,0.1022,Loungewear and Nightwear,0.4605,Night suits,low_confidence
56245,Night suits,0.3126,Tracksuits,0.2799,Kurta Sets,0.1081,Loungewear and Nightwear,0.3192,Tracksuits,low_confidence|changed_by_prior
56248,Tracksuits,0.1466,Leggings,0.0945,Jumpsuit,0.0888,Bottomwear,0.4275,Shorts,low_confidence|changed_by_prior
56332,Watches,0.4653,Necklace and Chains,0.0571,Free Gifts,0.0486,Watches,0.4653,Watches,low_confidence
56356,Perfume and Body Mist,0.7909,Fragrance Gift Set,0.1147,Deodorant,0.0722,Fragrance,0.9778,Fragrance Gift Set,changed_by_prior
56412,Sandals,0.4527,Flats,0.3159,Heels,0.0695,Sandal,0.4539,Sandals,low_confidence
